tag,solver,nfe_budget,sampling_steps,actual_nfe,seed,AP,AP50,AP75,latency_ms_median,latency_ms_mean,wall_s
final_sdd,heun,1,1,1,0,70.13489043266526,90.81796341731271,77.05142544567988,40.29,42.18,35.2
final_sdd,heun,1,1,1,1,70.4191353521694,90.97110576982584,77.00549142703692,41.71,43.41,35.8
final_sdd,heun,1,1,1,2,70.25741811393218,91.02555834376255,76.34868740328888,42.26,43.71,36.0
final_sdd,heun,3,2,3,0,68.98632487639148,89.77845339842304,75.03925051921175,64.65,66.42,53.3
final_sdd,heun,3,2,3,1,69.14611079376196,89.79854680467915,75.592854527843,64.07,65.94,53.0
final_sdd,heun,3,2,3,2,68.8004646810412,89.89940285179507,74.60116317983704,65.63,67.76,54.8
final_sdd,heun,6,3,5,0,68.14386345799433,88.38806905670866,73.79352402056386,88.86,90.11,71.4
final_sdd,heun,6,3,5,1,68.36234999595312,88.72003688321192,74.56458316714894,89.75,91.52,72.0
final_sdd,heun,6,3,5,2,68.16254664783918,88.18468327971841,73.91023695587103,88.01,90.75,71.8
final_sdd,heun,8,4,7,0,67.98065356405888,88.25273186890222,74.53089314060433,134.87,137.66,106.8
final_sdd,heun,8,4,7,1,68.32728334409174,88.46969155354364,74.2948412067745,133.18,136.52,105.8
final_sdd,heun,8,4,7,2,68.15592422607612,88.42196267977666,73.7351737269212,134.38,136.77,106.1
final_sdd,heun,10,5,9,0,67.78781047986709,88.0646115282286,73.95782464852438,180.23,182.99,141.0
final_sdd,heun,10,5,9,1,67.83351873653002,88.07824615934948,74.17305568256863,181.14,183.86,141.5
final_sdd,heun,10,5,9,2,67.95662606929481,88.24783634538014,73.61810585675606,181.86,183.26,140.9
final_sdd,dpm_v3,1,1,1,0,70.13489043266526,90.81796341731271,77.05142544567988,56.98,57.62,46.4
final_sdd,dpm_v3,1,1,1,1,70.4191353521694,90.97110576982584,77.00549142703692,59.06,59.33,47.7
final_sdd,dpm_v3,1,1,1,2,70.25741811393218,91.02555834376255,76.34868740328888,56.02,57.17,46.1
final_sdd,dpm_v3,2,2,2,0,70.3199601839685,90.97927663393702,76.8410279498477,85.54,87.6,69.5
final_sdd,dpm_v3,2,2,2,1,70.49925350641207,90.99776742595232,77.39144870309683,83.9,85.32,67.4
final_sdd,dpm_v3,2,2,2,2,70.25285692910055,90.78205362347248,76.62642120024015,85.82,88.46,69.7
final_sdd,dpm_v3,3,3,3,0,69.08077850709363,89.54646451542007,75.12665747292613,113.27,117.06,91.8
final_sdd,dpm_v3,3,3,3,1,68.98453894933796,89.3505611423762,75.3850358851792,113.4,115.07,89.9
final_sdd,dpm_v3,3,3,3,2,69.05060551464794,90.15410719584064,74.80683511900617,114.1,116.84,91.4
final_sdd,dpm_v3,4,4,4,0,68.04586133895839,88.27589090095859,74.54146054494797,141.64,144.15,111.7
final_sdd,dpm_v3,4,4,4,1,68.36074958201961,88.65228715823437,74.45979199449553,145.03,147.8,114.3
final_sdd,dpm_v3,4,4,4,2,67.58080985781254,87.96146692937165,73.58568185395616,141.67,145.35,112.8
final_sdd,dpm_v3,6,6,6,0,67.50229211701553,88.48808276570557,73.17296406168957,208.69,211.11,161.8
final_sdd,dpm_v3,6,6,6,1,67.12752333784195,87.80275107599249,72.55233737017764,206.87,210.45,161.2
final_sdd,dpm_v3,6,6,6,2,67.31165465742264,88.23486953363569,73.04887683433236,205.23,208.14,159.6
final_sdd,dpm_v3,8,8,8,0,67.02380185932734,87.64768827034317,72.01208916372443,263.05,265.77,202.8
final_sdd,dpm_v3,8,8,8,1,66.35213840813596,86.9881575374342,70.81241361958305,270.06,277.47,211.5
final_sdd,dpm_v3,8,8,8,2,66.9309234384837,87.66189312223915,72.76503088574987,270.88,277.55,211.5
final_sdd,dpm_v3,10,10,10,0,66.17567518367517,86.99011277621267,71.64811068877755,331.71,342.94,261.4
final_sdd,dpm_v3,10,10,10,1,65.85107769769277,86.16987579627582,71.04187706389463,331.7,341.29,259.4
final_sdd,dpm_v3,10,10,10,2,66.14080623414159,86.59512205459836,71.93597446344226,327.53,336.47,256.5
